"연번","비상소화장치일련번호","일련번호","X좌표","Y좌표","비상소화장치고유번호","사용구분","삭제여부","업데이트날짜"
"370","110081284","191","205318.92665893","553169.86285037","069(2642)","52201","N","20231019120009"
"371","110081549","194","199533.48614352","556623.53676139","87","52201","N","20231116120041"
"372","110081533","195","201001.59192306","557134.78549730","168","52201","N","20231025120007"
"373","110081551","196","203815.85388014","556894.97883334","89","52201","N","20231017120007"
"374","110081535","198","200704.83239014","556053.32971552","171","52201","N","20231110120028"
"375","110081537","199","200271.83821226","555554.11765132","174","52201","N","20231029120041"
"376","110081538","200","202963.44731851","556627.50319259","175","52201","N","20231029120041"
"377","110081539","201","202377.08793876","556885.03482893","176","52201","N","20231103120009"
"378","110081540","202","199888.70067398","556417.37668967","177","52201","N","20231116120041"
"379","110081541","203","200179.28446621","557270.97107706","178","52201","N","20231103120009"
"380","110081543","205","202003.29014212","554936.91667316","144","52201","N","20231117120006"
"381","110081544","206","203992.04297570","556907.32015567","151","52201","N","20231017120007"
"382","110081545","207","200167.84408414","554623.86768603","163","52201","N","20231116120041"
"383","110081547","209","200775.91089995","555650.31056947","170","52201","N","20231110120028"
"384","110081552","210","199932.18353877","557329.27254209","90","52201","N","20231102120007"
"385","110081553","211","200755.09009816","555599.91383670","91","52201","N","20231110120028"
"386","110081555","213","199403.62059623","554726.88371251","93","52201","N","20231116120041"
"387","110081556","214","201834.25542562","555253.98955881","94","52201","N","20231018120001"
"388","110081559","216","201407.87483997","555314.24751506","97","52201","N","20231119120004"
"389","110081560","217","200230.18956023","554478.99517543","98","52201","N","20231116120041"
"390","110081561","218","200673.23260465","554085.68007132","99","52201","N","20231021120008"
"391","110081346","1","192337.26766181","545216.90090048","000009","52201","N","20231110120028"
"392","110081928","92","201306.32541518","559958.71385483","210","52201","N","20231117120006"
"393","110081929","93","202002.47176720","559208.49652753","433","52201","N","20231111120009"
"394","110081931","94","200583.97192342","560529.41796332","218","52201","N","20231018120001"
"395","110081933","95","202342.34246581","560321.01265157","103","52201","N","20231114120009"
"396","110081934","96","202001.07160468","560883.96193053","205","52201","N","20231116120041"
"397","110081935","97","202072.69721414","559046.49719953","434","52201","N","20231111120009"
"398","110081937","99","202270.49261986","560211.04230903","102","52201","N","20231114120009"
"399","110081938","100","201951.95203633","561440.64883323","63","52201","N","20231113120034"
"400","110081939","101","202070.92494592","557116.18846117","310","52201","N","20231015120025"
"401","110081940","102","203078.27759860","563271.05855895","133","52201","N","20231113120034"
"402","110081941","103","201883.82756377","560077.46557175","101","52201","N","20231109120021"
"403","110081942","104","203939.90076196","561781.27602590","104","52201","N","20231118120007"
"404","110081946","108","190276.72866562","542673.27969633","000080","52201","N","20231116120041"
"405","110081947","109","186808.41983932","543463.27866417","000081","52201","N","20231107120010"
"406","110081948","110","186753.45520393","545022.86022570","000082","52201","N","20231110120028"
"407","110081949","111","189653.00132940","544427.10242364","000083","52201","N","20231109120021"
"408","110081950","112","190316.19880235","542493.71241752","000084","52201","N","20231116120041"
"409","110081951","113","191784.67559748","538136.11731766","000087","52201","N","20231025120007"
"410","110081953","115","191551.13460032","541354.61124632","000086","52201","N","20231110120028"
"411","110081954","116","192228.34669285","539280.79476839","000088","52201","N","20231031120006"
"412","110081955","117","190585.11256435","543128.63691061","000089","52201","N","20231103120009"
"413","110081956","118","191795.34686100","539584.23164390","000001","52201","N","20231022120010"
"414","110081959","120","186815.46362670","545047.80389361","000014","52201","N","20231110120028"
"415","110082372","122","196299.00294753","543519.28121291","000012","52201","N","20231118120007"
"416","110082367","124","195918.94005381","545691.85825267","000003","52201","N","20231107120010"
"417","110082374","125","194281.45855828","542194.06222388","000013","52201","N","20231029120041"
"418","110082376","127","196389.76980253","545488.21789901","000022","52201","N","20231118120007"
"419","110082377","128","196103.92357982","545947.08900483","000023","52202","N","20231023120005"
"420","110082379","130","196438.69066011","545296.65439966","000026","52201","N","20231118120007"
"421","110082380","131","194876.77132179","545754.93988419","000027","52201","N","20231031120006"
"422","110081502","351","200485.86924829","554844.35471331","76","52201","N","20231104120010"
"423","110081503","352","204524.62774967","557843.71541362","77","52201","N","20231104120010"
"424","110080020","442","200750.93439978","554607.63495053","212","52201","N","20231026120008"
"425","110080022","444","200777.45529722","553664.52148344","208","52201","N","20231021120008"
"426","110080023","445","201894.84837239","554959.46351662","213","52201","N","20231117120006"
"427","110080024","446","204564.97613106","557361.46711027","211","52201","N","20231109120021"
"428","110080025","447","199728.50099310","556312.80449425","204","52201","N","20231110120028"
"429","110080026","448","192656.38876887","553799.81751101","56","52201","N","20231102120007"
"430","110080027","449","193923.11838760","558478.19335840","52","52201","N","20231011120006"
"431","110080430","2112","196469.28149027","551181.20841610","91","52201","N","20231116120041"
"432","110081887","2115","201849.32351414","562445.88962630","86","52201","N","20231112120003"
"433","110081888","2116","203261.72997993","562127.15838038","76","52201","N","20231118120007"
"434","110081889","2117","203156.66897670","561483.68415438","79","52201","N","20231118120007"
"435","110081890","2118","202730.98355876","561402.90593122","77","52201","N","20231112120003"
"436","110081891","2119","201005.74142180","558380.61188298","427","52201","N","20231029120041"
"437","110081892","2120","202955.74591153","559973.31642380","107","52201","N","20231118120007"
"438","110082604","2033","196186.93351908","545654.80772696","000095","52201","N","20231026120008"
"439","110082605","2034","194772.62420720","545401.36961632","000203","52201","N","20231115120002"
"440","110082606","2035","197190.33200782","545077.81599249","000204","52202","N","20231025120007"
"441","110081768","2037","196547.74069144","549759.03595926","000068","52201","N","20231024120006"
"442","110081769","2038","193010.76421787","551874.34239761","000069","52201","N","20231105120007"
"443","110081770","2039","191622.84956175","551003.99875488","000070","52201","N","20231115120002"
"444","110082609","2041","198264.64925671","544119.62744308","000207","52201","N","20231018120001"
"445","110081771","2042","196198.86892655","549337.31582517","000071","52201","N","20231030120051"
"446","110081772","2043","191568.50756819","550038.88495669","000072","52201","N","20231116120041"
"447","110081775","2046","193192.26696447","550308.06274823","000076","52201","N","20231103120009"
"448","110081776","2047","193894.78106736","550684.10098970","000077","52201","N","20231027120009"
"449","110081778","2049","192592.42115709","549656.77294695","000080","52201","N","20231119120004"
"450","110081779","2050","193765.08229678","550438.24761768","000081","52201","N","20231119120004"
"451","110080445","2051","196815.59459121","554595.90381558","5-12","52201","N","20231103120009"
"452","110080250","1880","209314.38749712","540478.75173524","000064","52201","N","20231026120008"
"453","110080259","1884","209107.69768394","542588.72758950","000073","52202","N","20231031120006"
"454","110080262","1885","209247.29013028","541185.50835603","000076","52201","N","20231021120008"
"455","110080263","1886","209704.85074452","540876.77454009","000077","52201","N","20231119120004"
"456","110080265","1887","205482.83038412","546559.10450998","000080","52201","N","20231103120009"
"457","110080266","1888","205383.31846962","546400.58754557","000081","52201","N","20231103120009"
"458","110080267","1889","202103.66393966","545565.96111173","000009","52201","N","20231031120006"
"459","110080318","1890","202004.68943264","541594.27912790","000027","52201","N","20231116120041"
"460","110080319","1892","200356.03007991","542127.46053575","000029","52201","N","20231106120008"
"461","110080321","1894","201780.51549289","545249.98431924","000031","52201","N","20231108120004"
"462","110080324","1897","199965.52044535","543858.64087191","000033","52201","N","20231112120003"
"463","110080325","1898","199999.82497905","543805.87686859","000034","52201","N","20231112120003"
"464","110080327","1900","199226.39446028","540563.00526270","000036","52201","N","20231107120010"
"465","110080328","1901","198668.60830240","541516.62170803","000037","52201","N","20231107120010"
